zip,sales_price,beds,baths,sqft,avg_school_rating,avg_school_distance,walk_score,LotSizeSquareFeet,ownership_years,house_age,Time_on_market
95662,465000,4,2,2020,6.333333333,1.4,20,9229,13,13,30
95666,392500,4,2.5,2376,5,2.75,0,259617,13,42,153
95678,342500,4,3,1640,7,2.266666667,55,NA,13,42,93
95678,325000,3,2,1425,8.666666667,1.133333333,50,5954,13,22,70
95747,530000,4,3,3281,9.333333333,0.733333333,28,1241460,13,16,54
95765,529000,4,3,2907,10,0.6,11,NA,13,22,92
95821,290000,3,1,1266,6.666666667,0.766666667,32,10019,13,62,56
95828,310000,4,3,1940,6,2.466666667,44,6259,13,14,89
95833,1265000,3,2,3249,4,2.766666667,1,37461,13,55,72
95838,245000,3,3,1120,2.333333333,0.733333333,30,18295,13,13,84
95864,540000,3,2,2020,8.333333333,0.766666667,37,10970,13,65,194
95928,299900,3,2,1767,7.666666667,1.166666667,37,8276,13,27,50
95928,259000,3,1,1245,7.666666667,1.2,87,4356,13,74,24
95954,221100,3,2,1476,4.666666667,2.733333333,6,10018,13,21,44
95969,260000,3,2,1756,5,0.433333333,45,19602,13,24,54
96002,230000,3,2,1320,7,1.3,38,NA,13,21,63
96002,129000,2,2.5,1350,7,1.066666667,NA,NA,13,37,177
96002,252000,3,2,1586,6.666666667,1.2,33,NA,13,56,131
90240,557000,3,2,1591,7.333333333,1.166666667,22,6361,12,62,84
90505,880000,4,3,2290,9,0.7,58,6004,12,49,114
90703,610000,3,2,1400,6.666666667,0.433333333,38,4986,12,45,87
91016,659000,3,2,1582,6.5,0.433333333,59,7530,12,105,44
91104,582000,2,2,1325,4,1.5,67,4997,12,92,82
91342,515000,5,2.5,2447,4.666666667,2.5,NA,1249352,12,16,177
91362,581000,4,4,2515,7.666666667,1.433333333,11,15212,12,48,168
91730,315000,2,2,1128,6.666666667,0.933333333,70,8712,12,58,81
92040,585000,4,3,2350,7.5,1.266666667,12,32670,12,55,79
92082,450000,3,2,1532,6,5.7,0,116740,12,21,190
92115,560000,3,2,1316,3.5,0.766666667,67,3540,12,58,167
92126,515000,3,2,1606,8.666666667,0.933333333,66,5200,12,43,156
92129,550000,4,2,1699,10,1.233333333,22,5000,12,43,59
92201,235000,3,2,1703,4,1.466666667,2,4791,12,16,250
92344,220000,4,2,1900,5.666666667,0.733333333,5,7519,12,12,40
92397,295000,3,2.5,1440,6.333333333,3.633333333,35,7841,12,43,201
92503,620300,5,4.5,4078,7.333333333,3.033333333,NA,10454,12,12,480
92508,465000,5,2.75,3556,8.666666667,0.8,26,8276,12,15,111
92626,725000,4,2.75,2350,6.333333333,1.033333333,57,6565,12,51,143
92649,1500000,4,3.5,3500,8.666666667,1.866666667,37,6929,12,15,341
92683,535000,4,2,1357,9,0.933333333,NA,6848,12,52,86
93012,1215000,4,3,3068,8.666666667,1.2,14,41889,12,26,119
93463,780000,3,2,1575,8,2.433333333,55,6969,12,26,85
93614,335000,4,2,2176,5.666666667,3.5,10,180338,12,12,266
95003,1575000,5,5,3907,8.333333333,2.266666667,0,76448,12,27,292
95661,470000,3,2,2642,8.333333333,0.866666667,21,NA,12,30,327
95819,332000,2,1,1012,4.666666667,1.1,63,6098,12,68,86
90045,750000,3,2,1087,4.333333333,0.933333333,70,5777,13,72,27
90068,1995000,3,2,1643,5.666666667,1.333333333,25,14993,13,60,39
90274,1665000,4,2.5,2409,9.666666667,0.4,41,11944,13,60,61
90503,675000,3,1,1086,8,0.666666667,66,5000,13,65,89
90601,480000,3,2,1242,5,2.466666667,20,7633,13,54,92
90660,430000,3,2,1163,5.666666667,1.033333333,78,6198,13,66,78
90803,732000,2,2,1120,4.666666667,0.933333333,83,6794,13,105,49
90806,545000,3,2,1488,5,1.1,79,6512,13,72,83
90807,510000,3,2,1143,6,1.366666667,84,5221,13,71,70
90815,668000,4,2.75,1637,8.333333333,0.7,47,5422,13,65,60
91030,3589000,5,5,6536,10,0.966666667,35,21614,13,25,78
91302,839000,5,3,2740,9,1.733333333,25,11788,13,52,76
91304,545000,4,2,1361,5,1.2,27,7497,13,54,59
91307,721000,4,3,2096,8,1.366666667,17,11006,13,52,50
91320,775000,3,2,2112,7.666666667,1.966666667,20,8804,13,14,57
91342,470000,3,2,1044,3.666666667,1.233333333,NA,6517,13,59,65
91342,410000,3,2,1244,4.333333333,0.433333333,NA,7086,13,55,174
91360,655000,4,3,2150,9.333333333,1.2,19,7405,13,37,87
91362,820000,4,3,2603,9,2.4,8,9980,13,31,78
91364,1155000,4,4,3236,6.666666667,1.366666667,50,19184,13,14,57
91384,559000,5,3,2461,8.333333333,2.7,15,6598,13,17,44
91423,1455500,3,3,2118,7,1.533333333,52,8210,13,75,45
91709,850000,4,4,3174,9.333333333,1.366666667,31,8000,13,16,46
91710,488000,3,NA,2200,4.333333333,0.6,NA,20473,13,58,86
91711,710000,4,2,1925,9,1.366666667,29,12994,13,40,54
91730,410000,3,2,1186,7.666666667,0.7,46,6534,13,30,37
91732,6.00E+05,3,6,2416,6,0.433333333,61,8374,13,67,65
91737,627000,4,3,2800,8.333333333,0.7,19,7405,13,27,44
91740,520000,3,2,1281,7.333333333,1.3,55,7462,13,53,42
91754,710000,3,2,1412,9,0.933333333,33,8524,13,62,47
91761,320000,3,3,1560,6,0.666666667,5,3760,13,28,50
91765,795000,4,2.5,2113,10,1.266666667,45,7989,13,41,31
91767,370000,3,2,1592,3,0.633333333,34,7817,13,64,50
91910,345000,2,1,842,6.666666667,0.8,66,3700,13,73,45
92009,590000,3,2,1722,9.333333333,1.4,53,228819,13,37,71
92009,907000,4,3,2333,9.333333333,2.466666667,10,12191,13,37,50
92014,1550000,3,3,2331,10,1.6,35,9271,13,29,97
92021,440000,3,3,1975,4.666666667,0.366666667,61,60503,13,13,193
92028,785000,3,3,2586,6.666666667,2.433333333,6,82764,13,36,110
92040,539000,3,2,1750,6,1.666666667,3,89733,13,57,59
92056,575000,4,3,2163,7.333333333,1.033333333,13,6187,13,36,99
92056,460000,3,2,1380,6.333333333,1.466666667,37,5514,13,26,56
92057,3.00E+05,2,1,827,6.666666667,1.166666667,35,3200,13,41,64
92064,655000,4,2,1672,8.666666667,1.233333333,33,8000,13,42,41
92069,961000,6,3,3921,7.666666667,1.433333333,9,43995,13,16,49
92078,560000,4,3,2664,8,1.066666667,23,4319,13,20,192
92081,569000,5,3,2297,7.333333333,0.6,48,8193,13,27,28
92115,757000,3,2,1552,3.5,1.266666667,26,9000,13,64,42
92128,590000,3,2.5,1767,9.333333333,1.466666667,33,155110,13,27,51
92129,775000,4,3,2641,9.666666667,1.8,24,6538,13,38,76
92130,1025000,5,5,3670,10,1.633333333,17,5786,13,14,180
92220,348000,2,3,2133,6,2.9,4,9147,13,13,196
92234,222000,3,1,1327,4.5,0.866666667,45,8712,13,30,124
92260,457950,3,3,2309,7.666666667,0.466666667,29,7841,13,17,133
92264,550000,3,2,1580,6,2.566666667,44,8276,13,55,52
92270,950000,4,4.5,3816,4,1,10,13939,13,13,292
92308,198000,4,2,1578,4,1.033333333,15,18000,13,28,71
92315,329000,3,2,1176,4.666666667,2.4,10,7500,13,41,60
92345,237000,4,2,1658,4.333333333,1.766666667,8,54014,13,15,54
92374,350000,4,2,1598,7.666666667,0.7,37,8020,13,38,49
92376,280000,3,2,1316,3.333333333,0.833333333,NA,8400,13,42,68
92392,245000,4,3,2669,3.666666667,1.033333333,3,7200,13,13,121
92392,240000,4,3,2200,5,5.6,10,8640,13,13,68
92399,234200,3,2,1424,5.333333333,2.2,32,7841,13,49,215
92407,268000,4,2,1212,4.666666667,0.766666667,39,7405,13,37,61
92504,375000,3,2,1540,4.333333333,0.6,42,10454,13,57,47
92553,195000,3,1.5,1060,4,0.8,15,7405,13,29,59
92553,180000,3,2,1100,2.666666667,0.433333333,31,3484,13,33,126
92555,3.00E+05,3,3,1994,6,1.366666667,52,5662,13,13,69
92563,430000,6,3,2798,7.666666667,1.233333333,45,8276,13,13,95
92583,260000,4,2,2022,4,0.966666667,23,8276,13,13,176
92584,345000,3,3,1855,7,2.266666667,3,6970,13,26,53
92592,413000,4,2.5,2648,8.666666667,0.666666667,16,6098,13,13,190
92595,340000,3,3,1823,5.333333333,1.033333333,13,7841,13,27,41
92606,811000,3,3,1706,10,0.466666667,53,4225,13,21,78
92625,1990000,3,2,1378,10,2.066666667,87,3540,13,22,62
92646,579000,3,2,1296,9.333333333,1.166666667,66,1584,13,52,106
92648,1715000,4,5,3385,9.333333333,1.6,6,5123,13,5,214
92649,1272500,4,4,3290,8.666666667,0.833333333,63,5633,13,16,153
92653,2400000,5,4.25,5100,9,2,17,21250,13,31,66
92653,765000,4,3,2404,8,0.866666667,54,5100,13,38,91
92677,655000,2,2,1188,8,1.433333333,49,13000,13,29,87
92688,810000,4,3,2980,9.666666667,0.966666667,25,5000,13,26,38
92692,735000,3,3,2301,8.666666667,1.366666667,16,5000,13,33,44
92692,739500,4,2.5,1979,9,3.366666667,4,3124,13,17,131
92694,460000,3,2.5,1450,10,1.366666667,56,NA,13,15,73
92780,828000,4,2.5,2036,8.333333333,1.033333333,38,10100,13,57,41
92782,735000,3,2.5,1600,9.666666667,2,12,3036,13,4,40
92804,515000,4,2,1788,5,1.033333333,NA,7680,13,62,137
92821,578000,4,3,1242,7.666666667,2,51,7200,13,57,40
92833,740000,5,3,2111,9.333333333,1.366666667,46,2890,13,13,174
92879,207000,3,3,1286,6,1.066666667,25,3485,13,20,50
92881,444900,3,3,1724,8,0.666666667,37,7405,13,22,54
92887,1140000,4,3.5,3558,9,1.033333333,8,9900,13,20,47
93003,680000,5,3,2046,8,3,1,18730,13,54,112
93041,202000,2,1,806,3.333333333,1.9,65,1742,13,45,57
93060,310000,3,2,1140,5.666666667,0.5,86,4600,13,16,118
93065,715000,4,3,2754,7.333333333,1.033333333,27,6490,13,15,47
93065,740000,4,3,3080,7.666666667,1.933333333,42,7518,13,16,246
93230,2.00E+05,3,2,1494,4.666666667,0.6,4,7079,13,13,20
93274,195000,3,2,1808,4,0.7,14,NA,13,18,37
93274,390000,4,2,2069,6.666666667,1.166666667,19,11913,13,12,47
93307,208000,3,2,1540,4,0.533333333,NA,9147,13,13,41
93311,331000,5,3,3100,7,0.966666667,17,9583,13,29,92
93312,285000,4,2,2008,7.333333333,0.833333333,29,7840,13,18,52
93314,385000,4,2,2528,8,0.9,23,10890,13,13,100
93401,965000,5,4,3098,9,3.066666667,7,8657,13,14,92
93436,256000,3,2,1263,4.333333333,0.966666667,8,NA,13,31,65
93442,580000,3,3,1450,7.666666667,2.233333333,29,3270,13,13,73
93454,445100,3,2,2177,3,1.2,66,7840,13,31,55
93561,209000,3,2,1396,6.333333333,2.5,35,8276,13,13,86
93619,340000,4,4,2410,7.333333333,3.9,8,8720,13,13,143
93637,330000,3,2,2347,5,1.6,4,10940,13,12,58
93662,219000,3,2,1465,5.666666667,0.766666667,24,8772,13,13,59
93704,295000,3,2.5,2292,4.666666667,1.033333333,51,10890,13,61,59
93704,265000,3,2,1761,3,0.666666667,56,7493,13,71,67
93711,375000,3,3,2498,5.666666667,1.633333333,17,27200,13,54,83
93720,287000,3,2,1670,9.666666667,0.733333333,20,6000,13,13,52
93720,428000,4,3,3020,9.666666667,0.833333333,27,10400,13,17,81
93728,215000,3,1,1401,2,0.7,72,6750,13,88,38
93908,1250000,4,4.5,4330,7.333333333,2.633333333,1,68389,13,13,56
94080,760000,2,1,990,7,1,80,4500,13,70,49
94510,592000,3,2,1663,8.666666667,0.8,14,20195,13,29,42
94533,765000,5,3,3414,6,1.5,1,157251,13,13,194
94534,510000,5,3,2797,5,1.266666667,14,10340,13,25,54
94534,395000,3,2,1350,7.666666667,0.666666667,15,4683,13,28,66
94551,677500,4,3,1882,8.333333333,1.566666667,41,8806,13,22,156
94558,854888,4,2,2100,6.666666667,0.833333333,25,10178,13,42,31
94568,1070000,5,3,2575,10,1.5,35,5056,13,17,30
94901,1218000,4,2,2472,8,1.1,46,10300,13,48,36
94903,58000,2,3,1620,7.333333333,1.466666667,42,1680,13,37,97
95020,785000,4,3,2318,7.333333333,1.133333333,40,10000,13,34,45
95032,1250000,3,3,2043,10,0.633333333,33,11200,13,55,71
95037,1193000,5,3,3480,8.333333333,2.233333333,15,15560,13,25,167
95207,275000,3,2,1466,6.333333333,0.533333333,51,7210,13,60,72
95240,255000,3,2,1242,4.333333333,1.2,67,4924,13,25,35
95301,190000,3,2,1185,5,0.8,8,NA,13,19,42
95376,415000,4,3,2036,6,0.666666667,22,5100,13,27,50
95376,373000,3,2,1122,6.666666667,1.166666667,45,5827,13,18,41
95380,280000,3,2,1378,5,0.866666667,44,5560,13,25,114
95404,1170000,4,4,3450,7.333333333,2.266666667,1,10401,13,17,149
95409,468000,2,2,1211,9.333333333,3.6,27,NA,13,43,131
95409,702500,4,2.5,2502,8.666666667,0.9,43,7705,13,17,68
95409,595000,3,2,1955,9.333333333,3.266666667,11,4392,13,37,153
95448,750000,3,2,1689,5,0.333333333,65,11000,13,67,102
95608,302500,3,2,1643,6.666666667,1.133333333,17,6970,13,48,58
95621,262000,3,2,1248,4.333333333,0.7,53,7405,13,57,42
95624,338000,4,2,1837,7,0.433333333,22,5576,13,16,140
95630,525000,5,3,2434,9.666666667,0.833333333,41,14276,13,18,59
95630,547800,3,2,2020,9.666666667,1.533333333,18,11960,13,13,56
95630,607500,4,3,3134,9.333333333,1.1,32,6825,13,16,92
95660,185000,4,1,1047,3.666666667,0.766666667,47,5663,13,62,60
95661,438000,4,3,2091,8.333333333,0.733333333,42,NA,13,39,39
95662,310000,3,2,1440,6.333333333,1.9,12,7405,13,39,46
95662,302500,3,1.5,1400,6.333333333,0.466666667,18,10019,13,57,36
95662,489900,4,3,2677,6.333333333,1.366666667,20,8720,13,13,85
95662,305000,3,2,1175,7.666666667,1.933333333,NA,10019,13,58,36
95667,455000,3,3,2058,7.333333333,4.366666667,0,308840,13,20,131
95677,6.00E+05,3,3,2538,9.666666667,2.633333333,10,NA,13,16,37
95677,455000,4,3,3098,9,0.766666667,39,NA,13,29,79
95695,835000,4,3,3212,5,0.966666667,40,15681,13,13,18
95758,282000,3,2,1215,7,0.866666667,25,5729,13,20,64
95762,721000,4,4,3394,10,1.333333333,17,20700,13,25,51
95819,750000,3,2,1815,6.666666667,1.5,65,6250,13,84,49
95820,181000,2,1,858,4,0.7,67,4792,13,66,39
95821,285000,3,2,1453,6.666666667,1,32,6098,13,63,31
95821,286000,3,2,1473,6.666666667,0.733333333,30,10890,13,63,75
95822,5.00E+05,3,2,1630,5.333333333,1.066666667,32,8276,13,57,22
95825,171500,2,2.5,1166,4,0.766666667,75,880,13,43,36
95826,340000,3,2,1889,4.333333333,2.366666667,18,9870,13,49,29
95831,427000,3,2,1944,6.333333333,0.733333333,35,9264,13,34,39
95833,250000,3,2,1150,3,1.5,21,5663,13,31,49
95835,575000,5,4,4090,6.333333333,0.533333333,22,8414,13,15,89
95843,310000,3,3,1728,7.666666667,0.6,19,5588,13,23,65
96002,203000,3,2,1232,6.666666667,1.133333333,11,10018,13,28,59
90712,440000,3,1,1225,5,0.966666667,55,6902,12,60,275
91007,1780000,4,3,3191,10,0.866666667,23,12469,12,42,216
91360,894000,5,4,3720,7.666666667,0.9,43,20400,12,55,88
91730,390000,3,2.5,1580,8,0.833333333,45,4133,12,25,196
91737,505000,4,2,2302,8.333333333,0.8,17,3950,12,26,67
91784,634900,4,3,3157,8.333333333,1.7,4,7556,12,14,82
91915,505000,4,3,1840,8.666666667,0.666666667,28,54157,12,20,69
92010,638000,4,2,1971,9,1.066666667,16,8500,12,39,150
92025,4.00E+05,3,2,1446,4,1.233333333,43,10500,12,66,96
92040,515000,4,3,1868,8,1.133333333,2,7738,12,12,64
92040,470000,4,3,1604,6,1.1,1,42688,12,59,202
92122,803000,3,2,2191,9,1.366666667,NA,6600,12,44,153
92371,199900,5,4,2916,5,3.4,0,96703,12,35,249
92374,405000,4,3,2182,7.666666667,0.666666667,30,8900,12,29,68
92649,2750000,5,4.5,4200,8.666666667,3.3,28,6840,12,37,44
92653,1123000,4,4,3285,9,1.6,NA,13975,12,26,242
92835,617000,3,1.75,1697,6.666666667,1.6,42,7150,12,64,183
92869,635000,4,1.75,2185,6.333333333,0.933333333,NA,7950,12,51,245
92881,570000,6,4,3050,8,0.733333333,18,8712,12,15,303
93444,525000,3,2,2300,5,1.9,31,10505,12,12,98
93449,990000,3,3,3224,6.333333333,1.666666667,30,11433,12,26,233
93720,270000,3,2,1700,9,0.6,47,6000,12,26,261
94510,350000,2,2,1095,8.666666667,0.866666667,5,4791,12,35,62
94533,9.00E+05,6,4,4414,6,1.466666667,1,48787,12,12,265
95127,635000,3,2.5,1366,5,1.133333333,61,2613,12,19,113
95338,126000,2,0.75,1272,6.5,2.8,NA,47045,12,70,245
95382,295000,4,2,1929,6,0.766666667,34,6003,12,13,232
95602,498000,3,3,2807,8.333333333,1.066666667,10,17424,12,38,283
95746,1025000,4,3,4369,10,1,8,NA,12,13,476
95926,219500,3,2,1286,7.666666667,1.266666667,NA,6098,12,27,253
90045,875000,4,2,1674,3.666666667,1.733333333,54,6310,13,69,71
90045,949000,2,2,1640,3.666666667,1.233333333,52,5638,13,68,79
90059,370000,4,2,1342,1.666666667,0.566666667,49,5001,13,71,43
90066,1936710,4,4,3150,5,0.366666667,79,5976,13,76,72
90266,1077000,3,3,1708,8.666666667,1.366666667,68,59677,13,14,104
90272,3825000,5,4,2615,9,1.066666667,9,24996,13,63,73
90275,1510000,4,3,2200,10,0.9,13,10396,13,44,46
90501,560000,3,2,1056,7.666666667,0.566666667,68,5866,13,69,67
90604,525000,3,2,1508,8,0.5,52,6030,13,62,47
90703,813000,3,2,2036,9.333333333,1.1,48,5942,13,44,34
90712,580000,3,2,1785,6,0.933333333,63,5715,13,64,43
90712,575000,3,2,1326,7,0.566666667,54,5435,13,66,52
90712,542000,3,1.75,1413,6.333333333,1.133333333,47,5331,13,61,49
90713,6.00E+05,3,2,1504,7,0.666666667,34,5202,13,64,54
90731,7.00E+05,4,3,2210,7,1.033333333,44,5249,13,55,61
90815,648000,3,2,1308,8.333333333,0.9,36,5836,13,64,59
90815,689900,3,1.75,1425,8.333333333,0.433333333,61,5266,13,65,19
91006,968000,3,2,2107,10,1.733333333,51,10889,13,40,61
91016,1198000,4,2.5,3613,8,0.8,11,14656,13,92,75
91040,785000,4,4,2852,4.333333333,2.533333333,4,28694,13,30,151
91301,665000,3,4,2017,9.666666667,1.266666667,34,4836,13,27,64
91320,1425000,4,4,3735,9,1.7,5,27498,13,14,106
91320,880000,5,3,2805,7.666666667,2,14,6112,13,15,162
91325,722000,3,3,2603,5.333333333,1.133333333,29,27321,13,64,186
91335,605000,3,2,1565,6,0.833333333,56,7379,13,62,38
91350,475000,4,2,1604,8.666666667,0.833333333,53,6393,13,49,119
91350,609000,5,3,2883,8.333333333,1.8,24,18248,13,29,49
91354,645000,4,3,2470,8.666666667,0.8,27,5099,13,19,52
91361,4435000,5,5.5,6327,8.666666667,4.733333333,0,44431,13,16,225
91361,1281750,5,4,3516,9.666666667,3.733333333,3,11034,13,28,62
91384,575000,4,3,1736,8.666666667,2.066666667,41,5757,13,27,130
91406,8.00E+05,4,3,2556,6,1.133333333,45,NA,13,65,50
91706,410000,4,2,1473,4.666666667,0.633333333,44,NA,13,89,46
91709,710000,4,4,2529,9.333333333,1.766666667,19,6973,13,13,42
91710,465000,4,2,1621,4.333333333,0.633333333,39,7405,13,32,62
91748,1090000,4,3,3940,8.666666667,2.1,14,14208,13,27,42
91761,385000,3,2,1566,4,1.233333333,38,4500,13,35,89
91761,378000,3,2,1229,6,0.733333333,27,7200,13,38,174
91765,849000,4,3,2268,10,0.733333333,9,14620,13,38,80
91784,720000,3,2,2422,8,2.233333333,4,16117,13,30,69
91914,650000,5,3,2656,8.333333333,1.3,12,6694,13,13,64
91942,505000,3,2,1414,7.666666667,0.833333333,41,6500,13,63,57
91942,497000,3,2,1389,6.333333333,1.6,64,9064,13,69,73
92008,819000,4,3,2600,9.333333333,1.5,7,6591,13,14,61
92010,795000,4,3,2726,8.333333333,1.633333333,21,5761,13,15,37
92028,450000,3,2,1591,6.333333333,1.066666667,15,15102,13,45,52
92040,508000,3,3,2468,6.333333333,0.933333333,1,49222,13,37,197
92064,605000,3,2,1242,9.333333333,1.033333333,43,9509,13,31,58
92069,550000,4,3,2114,7.666666667,0.566666667,21,10000,13,43,85
92071,535000,4,3,2306,7.666666667,0.766666667,1,6301,13,33,83
92078,630000,4,3,2664,9,2,NA,6859,13,14,67
92083,520000,5,3,2380,6.333333333,1.566666667,40,9479,13,13,87
92110,725000,5,3,1716,7.333333333,1.366666667,19,9400,13,49,71
92115,401000,2,1,1176,8,1.4,36,17600,13,36,46
92129,683500,3,2,1749,10,0.466666667,16,4998,13,30,41
92129,920000,4,3,3331,10,2.033333333,9,5661,13,13,49
92129,856000,5,4,3520,10,1.866666667,14,5502,13,13,82
92130,1200000,4,4,3398,10,1.466666667,31,5774,13,15,98
92154,535000,5,3,2333,3.666666667,0.766666667,8,5477,13,13,48
92154,490000,5,3,2021,3.666666667,0.733333333,11,7173,13,13,56
92154,385000,4,2,1735,5.666666667,0.7,41,5100,13,48,38
92154,575000,5,3,2432,4.666666667,1.833333333,31,5418,13,12,103
92201,193000,3,1,1400,3,0.7,58,6534,13,64,56
92201,195000,2,2,1507,4,1.733333333,9,5227,13,13,119
92211,299000,3,2,2046,5.666666667,2.233333333,10,8712,13,13,37
92211,575000,3,2.5,2802,8.666666667,1.733333333,2,10454,13,18,34
92223,379000,4,2,2410,6,0.7,12,9147,13,13,60
92270,420000,3,3,2300,5,2.1,1,10890,13,18,123
92308,545000,4,3.5,3864,6.666666667,1.666666667,12,20000,13,15,84
92336,385000,3,2,1765,4.666666667,1.1,NA,5661,13,13,23
92346,415000,5,3,2614,7.666666667,1.766666667,16,8000,13,27,141
92346,420000,5,3,2710,7.666666667,1.166666667,36,5500,13,13,108
92373,387000,3,2,1764,8.333333333,1.866666667,40,3920,13,16,27
92399,227000,2,1,952,5.666666667,1.533333333,43,7405,13,52,81
92404,222000,2,1,943,2.666666667,1.066666667,74,6750,13,63,50
92501,430000,3,2,1580,5.666666667,1.533333333,44,11326,13,38,70
92508,530000,5,3,3615,8.666666667,0.8,26,7841,13,16,53
92553,290000,4,3,1633,3.333333333,1.3,24,5227,13,13,39
92553,294000,4,2,2072,3,0.8,56,6969,13,31,113
92555,345990,4,2.5,3026,6,1.433333333,35,6534,13,13,87
92562,395000,4,2,2133,8.333333333,1.7,23,7405,13,22,38
92562,305000,2,2,1190,7.666666667,0.866666667,24,4792,13,25,43
92571,279000,4,2.5,1825,5.666666667,1.166666667,15,5662,13,16,28
92587,3.00E+05,5,3,2680,6.333333333,2.766666667,18,7841,13,37,284
92592,397500,4,3,2478,8.666666667,0.833333333,9,NA,13,13,71
92596,360000,4,3,2366,8,3.2,15,5227,13,13,44
92626,777000,4,3,1908,6.333333333,0.833333333,52,5936,13,51,53
92653,869000,3,3,2949,8,0.733333333,62,6000,13,40,105
92656,605000,3,3,1815,9.666666667,1.233333333,50,2912,13,22,93
92672,7.00E+05,3,3,1672,8.666666667,2.1,20,1728,13,42,48
92675,825000,5,3,3181,7.666666667,1.633333333,6,10467,13,18,192
92691,555000,3,2,1262,7.666666667,1.566666667,26,5454,13,39,50
92692,980000,4,4,3460,9.333333333,1.466666667,23,5940,13,25,129
92692,562000,3,2.5,1615,9,1.3,8,1972,13,27,91
92707,567000,3,2,1602,3,0.633333333,59,6000,13,46,99
92780,775000,3,3,2293,8.333333333,1.1,54,13400,13,56,67
92780,6.00E+05,4,2,1294,5.666666667,0.666666667,71,7420,13,60,149
92807,605000,4,2,1518,9.333333333,1.166666667,33,7350,13,51,74
92823,670000,4,3,1550,9.5,2.5,1,3065,13,14,24
92831,519000,3,1,1078,7,0.933333333,54,6138,13,66,99
92833,518000,3,2,1218,4.333333333,0.866666667,53,7210,13,61,37
92869,775000,4,3,2200,7.333333333,0.966666667,19,8100,13,47,49
92886,8.00E+05,3,2.5,2275,9.333333333,1.166666667,50,3770,13,13,73
93010,1300000,4,3,2860,6.333333333,2.366666667,7,71438,13,42,68
93015,518000,3,3,1974,4,0.3,62,7000,13,64,35
93021,865000,5,5,3603,7.333333333,0.8,49,15493,13,28,50
93230,295000,5,2.5,2812,6.333333333,1.233333333,14,9840,13,13,44
93230,213000,4,3,1862,4.666666667,0.866666667,15,6419,13,24,50
93277,194500,3,2,1650,5.666666667,0.866666667,29,NA,13,57,54
93304,160000,3,2,1507,3.333333333,0.966666667,74,7405,13,54,98
93311,469999,4,4,3409,8.666666667,1.066666667,40,9583,13,23,221
93314,310000,4,2,2124,7.666666667,1.5,4,20473,13,15,52
93420,890000,5,4.25,3584,6.5,1.166666667,25,30492,13,9,71
93422,455000,3,2,1549,7,2.666666667,17,6000,13,21,76
93426,399000,3,3,1777,6.333333333,13.23333333,NA,5662,13,28,134
93449,640000,3,2.5,1800,6.333333333,1.5,39,7000,13,20,50
93449,644000,3,2,1437,7.333333333,1.666666667,28,5378,13,31,38
93535,215000,4,3,2055,3.333333333,1,24,6158,13,29,55
93536,324000,3,2,2146,4.333333333,0.933333333,11,8487,13,29,132
93536,285000,3,2,2028,3.666666667,1.066666667,27,8023,13,13,103
93536,254000,4,2,1755,4.333333333,0.6,44,6694,13,21,43
93611,286000,3,2,1730,9,1.766666667,23,8496,13,23,57
93619,549000,5,3,3154,9,0.633333333,63,10710,13,14,75
93619,317000,3,1,1380,8.333333333,2.266666667,2,99752,13,76,130
93619,625000,5,3,3769,9,0.566666667,52,11050,13,14,39
93704,201000,3,1,1144,4,0.733333333,47,8700,13,81,44
93720,232000,3,2.5,1418,9,2,58,4200,13,26,79
93722,250000,3,2,1664,6,1.633333333,38,9100,13,24,41
94010,1850000,3,2,1500,10,0.966666667,83,6000,13,86,28
94019,805000,3,2,1040,6.333333333,3.766666667,11,5610,13,44,57
94545,865000,4,2.5,2418,5.666666667,1.266666667,10,5138,13,13,42
94588,890000,5,2,2078,10,1.366666667,64,6926,13,46,50
94588,812000,3,2,1555,10,0.833333333,50,6200,13,48,84
94903,1150000,4,2.5,2402,7.666666667,1.2,39,5002,13,17,54
94965,1393750,3,2,1723,4.666666667,2.133333333,NA,6600,13,40,58
95008,1150000,3,2,1349,6.666666667,1.133333333,51,9984,13,65,57
95030,5350000,5,8,7129,10,0.933333333,22,67954,13,30,181
95035,945000,4,2,1451,9,0.9,34,5500,13,51,51
95037,925000,4,2.5,2444,7,3.7,23,6300,13,13,54
95037,889500,4,2,2219,8,3.7,27,6987,13,17,58
95037,1295000,4,3.5,3652,7,4.3,23,12632,13,22,65
95120,1300000,4,3,2080,10,0.666666667,39,7705,13,47,53
95127,5.00E+05,2,1,840,4,0.7,68,4992,13,63,136
95128,815000,3,2,1411,5.666666667,0.8,73,7320,13,67,43
95336,302500,3,2,1462,4.333333333,0.533333333,33,6301,13,34,63
95356,740000,4,3,2947,6.333333333,3.366666667,0,20370,13,18,115
95361,335000,3,2,2171,5.666666667,1.1,46,12148,13,13,93
95377,465000,5,3,2516,5,1.433333333,11,6118,13,13,42
95380,235000,3,2,1298,6,1.166666667,12,3600,13,15,79
95403,850000,4,3.5,2916,7.333333333,1.366666667,3,18021,13,16,71
95403,650000,4,3,2383,4,0.9,21,7171,13,25,33
95621,277500,4,2,1304,3.666666667,1.433333333,48,6534,13,40,53
95624,250000,3,2,1182,7,0.566666667,20,8052,13,34,54
95624,767000,4,3,3226,9.333333333,2.533333333,3,78843,13,19,207
95630,705000,5,4,3560,9.666666667,1.3,18,9359,13,16,144
95630,375000,3,3,1452,9.666666667,0.7,61,3735,13,22,85
