zip,sales_price,beds,baths,sqft,avg_school_rating,avg_school_distance,walk_score,LotSizeSquareFeet,ownership_years,house_age,Time_on_market
91711,2680000,5,5.75,7712,8,2.3,1,44632,3,13,177
91737,528000,4,3,2200,8.333333333,0.6,41,7841,3,26,135
91765,810000,5,3,2522,8,0.733333333,4,6603,3,24,191
91767,230000,3,1,984,3.333333333,0.666666667,78,8452,3,115,94
91767,475000,3,2,1831,5,0.666666667,38,NA,3,3,213
91767,312500,3,1,1051,4.333333333,0.533333333,65,7006,3,61,261
91789,1450000,4,5,4041,8.333333333,1.333333333,0,12978,3,4,333
91915,445000,3,2.5,1870,8.666666667,1.566666667,56,1117900,3,10,171
92011,945000,5,4,3606,9.666666667,2,15,8247,3,9,144
92069,520000,4,2.5,1940,7.333333333,1.366666667,16,6678,3,15,61
92115,480000,3,2,1304,5,0.9,68,6700,3,62,147
92123,590000,4,2,1593,6,0.7,28,13300,3,55,43
92154,450000,4,3,1931,6.333333333,2.5,15,4253,3,12,58
92211,520000,4,3,2302,8.666666667,2.266666667,19,12196,3,26,292
92236,240000,3,2,1882,3.333333333,1.433333333,22,6534,3,10,111
92262,1575000,4,4,3662,5.666666667,1.833333333,3,19166,3,19,409
92374,253000,2,1,900,6.666666667,1.2,57,6100,3,69,63
92583,230000,4,3,1577,3,1.133333333,14,6098,3,20,254
92651,1568000,3,2.5,1586,10,0.766666667,54,3600,3,41,292
92660,2812500,5,5.5,3800,10,1.2,20,6305,3,13,77
92705,853500,3,2.5,2200,9.333333333,0.6,13,10350,3,52,82
92808,439500,2,3,1205,9,1.666666667,17,NA,3,20,52
92833,585000,4,2,2213,4,0.933333333,67,6380,3,62,95
93004,530000,4,2,1548,7.666666667,1.833333333,52,6240,3,45,176
93428,837500,3,2,2170,6.333333333,2.066666667,28,3500,3,27,184
93465,475000,3,2,1500,8.666666667,0.366666667,62,43560,3,26,276
93908,610000,4,2,2067,7.333333333,2.6,0,NA,3,36,90
94571,255000,2,2,950,5,1.533333333,0,4959,3,14,98
95066,720000,3,2,1536,9.333333333,1.5,38,9714,3,49,74
95661,380000,3,2,2150,8.333333333,2.3,58,NA,3,7,169
95677,403000,4,3,2352,8.666666667,1.833333333,57,NA,3,25,118
96003,348500,3,2,2330,6,1.733333333,16,NA,3,12,210
90018,545000,2,2,1051,2,0.833333333,78,2499,4,90,175
90019,659000,3,1,1711,3.333333333,0.633333333,81,6999,4,101,59
90019,985000,4,2,1925,6.333333333,0.8,86,6914,4,100,68
90039,2500000,4,2.5,2426,6.666666667,1,74,14509,4,91,31
90044,295000,2,1,1243,1.666666667,0.766666667,NA,4881,4,88,60
90066,1264000,3,2,1600,4.333333333,0.833333333,87,6641,4,92,41
90201,430000,3,1.5,1401,4.333333333,0.766666667,NA,6286,4,69,39
90274,3.00E+06,4,3.25,3418,9.333333333,1.333333333,32,7596,4,43,35
90278,971000,3,3,1888,9.333333333,0.733333333,70,2502,4,30,55
90402,3767335,3,3,2778,9,1.133333333,34,12352,4,79,36
90405,2090000,4,3,2396,8.333333333,0.9,81,7680,4,77,121
90504,532500,2,1,873,7.333333333,0.6,49,4849,4,63,70
90605,475000,4,3,1522,6,0.766666667,58,NA,4,62,69
90620,552000,3,1.5,1032,6.333333333,0.766666667,45,8880,4,57,27
90621,731000,4,3,2550,6,1.466666667,72,3779,4,11,42
90630,430000,2,1.5,1392,9.666666667,0.8,71,2054,4,41,154
90660,415000,3,1,1058,5.333333333,0.7,48,5027,4,66,78
90745,545000,4,3,2040,5.333333333,0.666666667,52,7607,4,64,87
90804,440000,2,1,868,5,0.366666667,84,3569,4,88,37
90805,415000,3,1,1127,3.666666667,0.6,NA,5684,4,78,55
90807,569750,3,2,1316,7.666666667,1.566666667,67,6013,4,73,40
91006,2700000,5,6,6782,10,1.2,68,15386,4,7,279
91010,435000,3,2,1074,6.666666667,1.033333333,74,5328,4,60,57
91104,629000,2,2,1229,4.666666667,1.5,77,5305,4,75,50
91301,655000,3,2,1482,9.666666667,1.033333333,34,3887,4,42,66
91320,650000,3,2,1977,7.666666667,1,57,8048,4,38,36
91356,1575000,5,4,3833,7.333333333,1.3,7,19324,4,50,112
91361,1640000,4,3.5,3849,8.666666667,3.833333333,2,10237,4,22,34
91361,970000,3,3,2294,9.666666667,3.633333333,6,9891,4,27,99
91362,2100000,5,6,6529,9,3.4,16,20010,4,25,59
91364,849000,4,3.5,3000,6.666666667,1.5,44,6250,4,43,62
91405,570000,3,2,1530,5,0.933333333,68,6351,4,63,44
91406,454000,3,2,1266,3.666666667,0.8,59,5999,4,66,52
91406,617500,3,2,1723,5,0.366666667,55,8099,4,68,49
91423,1350000,4,2.75,2169,7,2.133333333,5,9486,4,57,64
91505,790000,3,3,1532,7,0.666666667,71,6206,4,76,32
91604,1300000,3,2,1750,8.333333333,1.066666667,65,5500,4,77,61
91701,388000,3,3,1382,7.666666667,0.566666667,23,3020,4,31,52
91702,625000,3,2.5,2134,3.666666667,1.066666667,5,NA,4,4,53
91709,870000,5,3,2766,9,2.233333333,0,9148,4,21,179
91710,510000,4,3,1956,6.666666667,1.1,NA,6695,4,25,80
91710,467000,4,2,1808,4.666666667,0.6,NA,9247,4,53,113
91724,575000,4,3,1524,6.666666667,1.233333333,24,7513,4,52,55
91730,372000,3,2,1244,6.666666667,0.6,67,7841,4,39,54
91737,385000,3,2,1240,8,0.833333333,36,4050,4,28,47
91739,635000,5,3,2701,9.333333333,0.8,25,10218,4,13,43
91741,590000,3,2,1588,8.666666667,1.2,60,8059,4,35,61
91748,550000,3,2,1430,7,1.666666667,15,7098,4,47,188
91761,369000,3,3,1428,6,0.7,6,4742,4,28,62
91766,482000,3,2,1583,6.666666667,1.166666667,18,6202,4,38,44
91766,340000,3,1,1126,3.666666667,1.033333333,61,6485,4,69,87
91767,1348000,1,NA,NA,2.666666667,0.966666667,70,16656,4,59,90
91767,537000,4,3,2423,5,0.666666667,39,NA,4,4,134
91786,435000,3,2,1698,5.333333333,0.7,55,7069,4,35,75
91790,465000,3,3,1200,7.333333333,0.566666667,59,7945,4,65,124
91911,429000,4,2,1844,5.666666667,0.866666667,NA,7000,4,56,53
91911,420000,4,2,1355,6,1.033333333,NA,9198,4,69,52
91911,425000,3,2,1240,6,0.633333333,NA,9900,4,61,52
91911,469000,4,2,1568,4.333333333,0.333333333,NA,10100,4,48,71
91942,449000,3,1,1088,7,0.566666667,34,7000,4,63,36
91977,577000,6,3,2642,4,0.6,21,55321,4,19,62
92009,766000,4,2,1830,9.333333333,2.366666667,15,8347,4,31,40
92011,749000,3,2,1512,9.666666667,2.033333333,NA,7349,4,38,49
92014,825000,2,2,1400,10,2.066666667,31,204158,4,41,51
92024,1650000,4,3.5,4271,9.333333333,2.133333333,10,15158,4,15,26
92025,490000,3,3,2131,4,1.566666667,35,10100,4,37,63
92026,550000,4,3,2189,6,0.666666667,23,4829,4,26,49
92026,365000,2,1,916,4.333333333,0.7,33,10200,4,65,37
92054,431500,4,2,1470,4.666666667,1.033333333,49,8600,4,43,92
92065,575000,3,2,2000,7,1.9,19,55321,4,26,68
92069,565000,4,3,2238,6.666666667,1.566666667,19,4968,4,5,86
92071,421500,3,1,1143,7.333333333,1.2,7,6638,4,57,43
92081,589000,3,3,2443,6.666666667,2,52,7024,4,9,86
92081,540000,3,3,1651,7.333333333,0.833333333,55,5344,4,28,120
92103,1781000,5,4,3557,7,2.133333333,64,9900,4,69,125
92115,735000,3,2,1637,3.5,0.866666667,52,5600,4,36,51
92115,484000,1,NA,1357,6.333333333,1.3,67,7200,4,61,53
92131,771940,4,3,2264,9.666666667,0.566666667,28,11900,4,43,41
92154,437000,4,2,1514,4.333333333,0.833333333,43,5400,4,47,65
92201,290500,4,2,1826,4.333333333,1.966666667,39,8276,4,13,76
92203,270000,2,2,1512,5.666666667,2.566666667,0,5662,4,4,149
92210,1215000,4,5,3766,7,1.9,1,11325,4,11,87
92240,206500,4,2,1639,3,1.066666667,6,8276,4,14,103
92252,139000,2,1,930,4.666666667,3.633333333,11,8400,4,44,31
92253,515000,4,4,2628,6.666666667,1.233333333,31,10454,4,13,170
92253,365000,3,2,1870,8,0.7,30,7405,4,17,80
92260,686000,4,2,2992,8.666666667,2.066666667,4,15246,4,38,129
92260,585000,4,3.75,2744,8.666666667,2.066666667,16,11761,4,36,216
92264,765000,3,3,1650,4.666666667,1.5,47,7405,4,69,69
92270,162500,2,2,1320,5,2.666666667,6,1742,4,41,60
92301,227000,5,3,2770,1.5,1.1,1,7170,4,9,58
92346,387000,4,3,2296,7.666666667,0.966666667,41,7953,4,22,66
92376,260000,3,2,1235,3.333333333,1.2,NA,7405,4,60,48
92376,290000,3,2.5,1630,4.333333333,0.933333333,NA,7500,4,60,71
92392,235000,4,2,1560,3.666666667,1.533333333,37,18295,4,33,116
92394,198000,4,2.5,1679,2.333333333,1.166666667,17,6098,4,12,56
92394,180000,3,2,1418,2,1.4,16,5663,4,26,113
92395,190000,3,2,1648,2.333333333,1.866666667,10,21780,4,28,74
92395,232000,4,3,1702,2.333333333,1.7,9,7427,4,28,125
92399,290000,3,2,1189,6.333333333,2.433333333,18,8208,4,44,118
92405,215000,2,1,960,2.666666667,0.833333333,47,6970,4,67,64
92501,265000,2,2,1096,5.666666667,1.166666667,85,4792,4,89,57
92508,335000,3,2,1125,8.333333333,0.8,24,9583,4,27,51
92509,310000,3,2,1024,3.333333333,0.6,23,9147,4,29,84
92509,370000,5,3,1630,5,1.2,39,4356,4,20,115
92544,248000,4,2,2138,4.666666667,2.733333333,11,7405,4,14,151
92544,210000,3,2,1552,4,2.133333333,7,7405,4,29,45
92544,225000,4,2,1766,4.666666667,0.366666667,30,11326,4,39,79
92544,205000,4,2,1510,4.666666667,1.633333333,43,6098,4,47,41
92544,270000,5,3,2862,4.666666667,2.833333333,12,6969,4,14,48
92544,325000,4,3,2239,3,3.066666667,52,54014,4,38,106
92557,260000,2,2,1025,5,1.033333333,17,8276,4,32,84
92562,370000,3,3,2483,7.666666667,1.1,24,6969,4,27,155
92563,585000,7,5,4666,7.666666667,1.4,35,10890,4,17,30
92582,255000,4,3,1896,4,1.3,4,7405,4,19,54
92582,3.00E+05,5,3,3117,3.666666667,1.033333333,22,7405,4,12,53
92595,312000,3,2,1250,6.333333333,3.066666667,16,11761,4,7,60
92620,1088000,4,2.5,2514,10,1.433333333,41,4487,4,12,88
92625,3822100,3,5,3155,10,2.2,74,3540,4,12,47
92626,705000,4,2,1405,6.333333333,1.066666667,57,6000,4,53,65
92630,879500,4,3,1800,8.666666667,1.066666667,10,3750,4,40,166
92630,820000,3,2,1950,8.666666667,0.7,24,4995,4,40,38
92646,510000,2,2,1270,9.333333333,0.966666667,45,916,4,44,63
92648,1110000,4,5,3314,9,0.466666667,66,4800,4,24,59
92653,785000,4,3,2600,8,0.766666667,56,5000,4,27,85
92653,750000,4,2.5,1804,9,0.9,59,6500,4,43,41
92656,929000,3,3,2772,4.666666667,33.76666667,51,3420,4,8,31
92656,910000,3,3,2716,9.666666667,1.8,41,3964,4,4,55
92657,1529000,4,2.5,2254,10,1.6,22,3850,4,22,49
92660,1250000,3,2,2000,8.333333333,1.566666667,31,7171,4,57,184
92673,775000,4,2.5,1365,9,0.8,8,60984,4,31,46
92675,785000,3,2,1870,7.666666667,1.533333333,10,NA,4,27,36
92677,1251000,4,3,2827,8,1.433333333,44,7800,4,33,54
92683,575000,3,2,1650,9,0.733333333,NA,7276,4,53,52
92692,860000,3,3,2400,9.333333333,2.966666667,28,6692,4,17,66
92694,1035000,4,3,3100,9.666666667,1.366666667,27,6312,4,14,57
92705,580000,4,2,1634,2.666666667,1.433333333,59,6500,4,51,29
92705,1280000,5,3,2799,9.333333333,0.666666667,25,15120,4,56,41
92708,1084000,4,4,3133,10,0.5,67,6688,4,84,263
92801,465000,3,1.75,1075,4.666666667,0.9,62,6080,4,63,50
92802,485000,4,1.75,1270,3.666666667,1.566666667,64,7800,4,60,102
92821,805000,4,3,2200,9.5,2.2,23,3321,4,4,42
92833,615000,3,2,1459,8,1.866666667,42,6300,4,70,46
92843,650000,4,2,2000,9,0.6,53,6060,4,53,37
92860,580000,5,3,2301,7.666666667,1.166666667,21,24829,4,27,61
92865,630000,4,2,1829,6.333333333,1.666666667,41,8500,4,53,38
92869,629000,3,2,1711,6.333333333,0.766666667,79,10300,4,56,35
92870,16500,4,3,2200,9,0.6,69,4116,4,26,44
92879,323000,4,2,1132,6.666666667,2.666666667,28,6970,4,53,42
92886,1110000,4,3,3115,9.333333333,0.866666667,21,7840,4,33,53
93004,588800,4,3,2272,7,2.833333333,50,3724,4,4,67
93036,398000,3,4,1815,4.666666667,1.033333333,58,NA,4,4,127
93063,625950,4,2,1891,7.333333333,1.2,38,10872,4,40,35
93063,599000,3,3,1845,7.666666667,1,25,6056,4,38,118
93065,395000,2,3,1301,6.333333333,0.9,41,2304,4,29,60
93105,1900000,3,2.5,1880,7.666666667,2.733333333,12,36154,4,55,96
93274,185000,3,2,1420,4,0.566666667,20,5950,4,21,36
93277,227500,3,2.5,1901,5.666666667,0.9,28,NA,4,39,222
93291,262000,3,2,1824,7.333333333,0.966666667,13,7153,4,10,84
93306,175000,3,2,1688,5.333333333,1.066666667,52,7840,4,54,145
93307,170000,3,2,1417,4,0.866666667,NA,6098,4,24,86
93307,165000,3,3,1483,3.333333333,0.7,NA,4791,4,33,90
93308,220000,3,1.75,1202,8.333333333,1.6,9,13503,4,54,51
93309,155500,3,1.75,1104,4,0.833333333,41,6098,4,40,73
93312,225000,3,2,1404,7.666666667,0.866666667,51,6098,4,20,48
93312,232000,3,2,1708,8,0.9,14,7405,4,11,145
93312,233000,3,2,1440,8.333333333,0.7,19,6534,4,13,72
93314,494000,4,2.75,3067,8,1.066666667,16,19602,4,13,28
93401,6.00E+05,3,2,1408,9,1.633333333,41,4655,4,19,23
93405,567000,3,1,965,9,1.5,61,5500,4,57,29
93405,687000,4,2,1512,9,1.533333333,35,8400,4,63,32
93422,380000,2,2,1083,6.666666667,2.366666667,15,6896,4,5,31
93505,57000,3,1,923,3,0.966666667,16,8712,4,47,28
93535,179800,3,2,1419,1.666666667,0.8,33,6919,4,31,42
93535,260000,5,3,2514,2,2.233333333,1,7494,4,9,62
93535,315000,4,4,2966,2.666666667,0.633333333,2,7437,4,6,129
93561,295000,4,3,2813,5.666666667,0.9,9,6969,4,10,133
93611,265000,3,2,1620,8.333333333,1.433333333,8,5330,4,19,44
93619,341000,4,3,2560,8.333333333,1.933333333,9,6000,4,6,145
93619,394000,4,2,1873,9,0.933333333,26,8775,4,7,72
93657,210000,3,1,1877,4,12.93333333,0,77101,4,9,79
93705,189000,3,2,1652,4,0.866666667,60,9975,4,52,66
93705,152000,3,2,1504,2,1.133333333,56,7670,4,68,147
93720,340000,3,2,2040,9.666666667,1.033333333,25,6262,4,14,35
93722,340000,4,3,2815,6,1.7,47,6000,4,13,115
93908,1110000,3,2.5,3356,8.333333333,3.666666667,0,NA,4,27,37
93908,812500,3,2,2013,7.333333333,1.866666667,8,43560,4,28,25
94401,1100000,3,3,1500,8,1.1,30,5500,4,61,37
94506,1260000,4,3,3488,10,2.533333333,4,14040,4,23,58
94510,470000,4,2,1276,7,1.066666667,38,5662,4,38,95
94533,422500,3,2,1815,7.666666667,1.533333333,0,5158,4,9,42
94534,575000,4,2.5,2323,8.666666667,1.933333333,21,8962,4,15,89
94536,924000,4,2,1711,9,0.733333333,17,6240,4,53,37
94538,971000,3,3,1614,8.333333333,0.566666667,43,4314,4,22,36
94544,525000,3,2,1142,4.333333333,0.766666667,14,7535,4,62,53
94544,376000,2,1,812,3.666666667,0.866666667,52,5000,4,66,71
94545,560000,3,2,1164,5.666666667,0.9,60,5700,4,57,34
94561,475000,5,3,2864,5,0.9,14,6300,4,10,59
94568,1248700,5,3,3272,9.666666667,3.266666667,0,6186,4,6,45
95008,1500000,3,3,1744,4.333333333,1.233333333,72,10455,4,60,36
95020,515000,3,2,1120,6.666666667,1.566666667,39,5985,4,45,98
95023,424000,3,2,1360,5.666666667,0.566666667,48,6000,4,35,42
95023,430000,3,2,1307,4.666666667,0.933333333,19,8330,4,33,48
95030,2550000,4,4,2675,9.666666667,0.766666667,91,5500,4,10,43
95030,1989000,3,3,2724,10,0.833333333,15,15300,4,40,60
95060,793000,3,2,1144,9.333333333,1.3,37,5184,4,45,42
95062,830000,4,3,1937,8,1.4,53,3920,4,27,71
95076,4.00E+05,2,2,1232,2.666666667,0.833333333,NA,4617,4,36,50
95120,850000,3,2,1088,10,1.266666667,16,3325,4,31,34
95123,775000,3,2,1143,8.333333333,1.166666667,40,6675,4,48,22
95123,950000,4,3,2256,8.666666667,0.9,11,5500,4,41,156
95127,690000,5,2,1659,5,0.466666667,30,5000,4,55,51
95128,645000,2,1,858,5.666666667,0.833333333,83,3996,4,96,39
95350,240000,3,1,1180,3.333333333,0.833333333,65,6435,4,60,85
95354,236000,4,2,1449,4.333333333,0.8,23,5130,4,23,98
95355,355000,4,2,2832,7.666666667,0.633333333,43,5904,4,10,69
95361,185000,2,1,882,6.333333333,0.866666667,72,7500,4,76,40
95363,310000,3,2,2168,4.333333333,9.766666667,0,6315,4,8,86
95380,218000,3,2,1059,5,1.733333333,37,5922,4,35,85
95382,460000,4,3,2486,6,1.166666667,7,8125,4,13,57
95382,474000,4,3,2507,6,1.066666667,22,9225,4,26,149
95448,1875000,2,2,2000,5,0.4,68,10620,4,14,46
95630,475000,5,2.5,2307,8,0.7,18,11728,4,32,83
95630,515000,4,3,2223,9.333333333,1.1,27,7405,4,23,63
95661,336000,3,2,1588,8.333333333,0.766666667,48,NA,4,37,48
95662,380000,4,3,2121,6.333333333,1.666666667,21,14000,4,37,59
95667,355000,3,2,1824,7.333333333,3.866666667,0,222156,4,36,39
95678,356000,3,2,1536,7.666666667,2.033333333,58,NA,4,30,54
95687,406000,4,2.5,1952,7,1.066666667,40,6730,4,22,68
95687,351000,3,2,1346,6.666666667,1.266666667,18,4862,4,25,98
95691,375000,2,3,1401,4.666666667,0.966666667,47,1307,4,4,119
95747,469000,4,3,2350,5.666666667,5.133333333,0,NA,4,11,181
95758,273500,3,2,1323,7,1.766666667,3,7820,4,23,21
95765,535000,4,3,2907,10,0.666666667,9,NA,4,22,138
95817,465000,3,2,1708,5,0.866666667,73,5663,4,89,85
95819,395000,2,2,824,6.666666667,1.433333333,76,4275,4,95,75
95823,311000,4,2,1715,6,2.4,11,4563,4,18,70
95829,451000,4,2.5,2513,6.666666667,1.666666667,4,9619,4,12,74
95835,335000,3,2,1557,6,0.766666667,15,5000,4,15,41
95928,242000,3,2,1215,7.666666667,1.6,61,3920,4,18,68
95966,71500,3,1,1082,3.666666667,0.5,62,4791,4,76,61
96002,275000,4,2,1855,6.333333333,1,9,12632,4,43,56
96161,525000,3,2,1512,8,3.3,1,14374,4,16,41
90019,965000,3,2,1829,5.333333333,0.6,85,6250,3,92,83
90044,270000,2,1,918,1.666666667,1.166666667,NA,5100,3,77,322
90068,1260000,3,2,1590,7.666666667,1.633333333,37,7592,3,55,107
90501,841000,4,3,2681,7.666666667,0.533333333,52,5776,3,47,83
91403,1850000,4,5,3624,5.666666667,2.5,11,10758,3,53,124
91711,595000,4,3,2373,8.333333333,0.9,39,9970,3,8,163
91768,337000,3,2,1242,4,0.733333333,17,5922,3,55,49
91791,515000,3,2,1840,7.666666667,0.6,19,9009,3,60,86
92008,1140000,4,4,3275,9.333333333,0.766666667,26,14042,3,25,273
92021,485000,3,3,2003,7,2.7,17,28749,3,36,95
92021,408500,3,2.5,1558,7,3.533333333,34,2307,3,15,138
92029,735000,4,4,3124,8.333333333,3.7,5,27878,3,31,388
92107,595000,2,1,672,7.666666667,0.866666667,89,1850,3,2,112
92131,660000,3,2,1538,9.666666667,0.9,19,8200,3,41,34
92509,285000,3,2,1176,3.333333333,0.566666667,21,8276,3,42,153
92551,310000,4,3,2462,4.666666667,2.933333333,20,6534,3,25,65
92604,790000,5,3,2300,9.333333333,0.7,66,4182,3,10,189
92627,1280000,3,2,950,8,0.466666667,83,8112,3,88,126
92660,1625000,3,3,2089,8.666666667,1.166666667,48,8250,3,55,51
92860,380000,3,2,1416,7.333333333,0.833333333,26,10454,3,63,104
92879,526000,5,4,3705,7,1.166666667,17,10454,3,9,196
93103,3791500,3,2,3563,7.333333333,0.866666667,29,22651,3,61,92
93314,317500,4,2,2533,7.333333333,2.433333333,0,29620,3,12,609
93314,293000,4,3,2610,7.333333333,2.733333333,0,11325,3,4,315
93430,6.00E+05,1,1,1141,8.333333333,5.166666667,43,1141,3,28,67
93454,260000,2,2,872,4.666666667,1.166666667,19,6969,3,38,98
94541,525000,4,2,1700,6.333333333,1.2,52,6500,3,68,64
94571,379000,2,2,2031,5,2.5,0,6688,3,12,167
95060,601000,3,2,2016,8.333333333,6.1,1,42558,3,25,41
95240,325000,3,2,1598,4.333333333,1.366666667,41,6699,3,30,156
95448,562500,2,2,1296,5,0.933333333,16,4400,3,38,92
95603,339000,3,2,1738,9,1.166666667,14,NA,3,36,140
95928,185000,2,2,854,7.666666667,1.966666667,12,1306,3,11,64
95993,265000,4,3,2394,6,0.9,23,7405,3,23,154
90005,2794000,4,5,3800,5.333333333,0.5,64,14285,4,92,41
90019,1375000,5,3,2880,6.333333333,0.733333333,73,8586,4,95,36
90019,949000,3,2,1789,4.666666667,2.5,72,6625,4,84,96
90046,1880000,2,3,2096,7,1.566666667,33,5476,4,53,59
90046,1460000,3,1,1480,5.333333333,0.633333333,95,4478,4,88,83
90066,1715000,3,2.5,2267,4,0.366666667,51,4896,4,27,62
90068,1255000,3,2,1780,5.666666667,1.3,32,5350,4,78,48
90262,325000,2,1,788,4.333333333,0.8,74,8415,4,66,72
90272,2600000,3,2.5,2021,9,1.3,37,11430,4,63,81
90277,1510000,3,3,2300,9.333333333,0.533333333,81,5993,4,64,105
90290,1075000,3,2.5,1600,7.666666667,3.233333333,46,3306,4,90,86
90292,2215000,4,2,2980,5,1.9,37,3148,4,32,76
90504,696000,3,2,1403,7.333333333,0.6,49,5150,4,63,59
90601,7.00E+05,4,3,3218,5.333333333,1.066666667,1,7289,4,33,112
90606,395000,2,1,880,4,0.7,64,5119,4,69,53
90620,615000,4,2,2125,5.666666667,1.366666667,48,6000,4,61,56
90621,515000,3,2.5,1854,6,1.166666667,52,3690,4,50,107
90631,412000,2,1,1149,6.333333333,0.7,80,6681,4,94,50
90640,515000,3,2,1600,4,0.633333333,78,6464,4,78,64
90660,410000,3,1,1058,5.333333333,0.933333333,64,5798,4,66,48
90712,478000,3,2,1219,6,1.366666667,45,5000,4,61,64
90713,520000,3,1,1122,6.666666667,0.833333333,62,5156,4,66,56
90814,549900,2,1,746,4.666666667,0.8,90,4733,4,109,57
91104,1001038,4,5,3565,4.666666667,1.566666667,72,11068,4,91,79
91104,749000,3,2,1953,5,1.033333333,50,7335,4,81,79
91104,575000,2,1,1100,2.666666667,0.566666667,55,4000,4,90,47
91104,967000,4,3,1833,5,1.066666667,60,10062,4,80,51
91302,1854500,5,4.5,4633,9.5,2.7,4,21735,4,20,150
91302,2270000,5,5,4960,9.5,2.5,2,21881,4,26,97
91303,4.00E+05,2,1,782,4,1.066666667,57,6255,4,65,59
91320,1164500,5,5,3808,9,1.633333333,2,12808,4,13,81
91335,450000,3,1,1103,4,0.9,71,6050,4,65,71
91342,510000,3,2,1718,5,3.466666667,NA,9057,4,52,32
91344,555000,4,3,1916,7,0.966666667,21,8049,4,56,50
91350,569000,4,3,2407,8.333333333,0.533333333,14,7859,4,27,60
91367,720000,3,2,1927,8.333333333,0.666666667,17,9991,4,56,54
91367,610000,5,2,1685,7.666666667,1.333333333,46,7348,4,61,74
91436,1490000,3,4,2848,6,1.666666667,74,9749,4,65,61
91504,643000,3,2,806,7.333333333,1.1,64,6651,4,80,58
91505,718000,3,2,1440,7,0.933333333,52,5972,4,77,43
91701,408500,3,2,1315,8.333333333,0.8,27,8712,4,33,68
91706,455000,4,2,1772,4.666666667,0.933333333,40,4895,4,61,63
91709,369500,3,2,1456,8.333333333,1.2,31,6098,4,70,88
91710,430000,3,2.5,1541,6.666666667,1.033333333,31,6098,4,22,62
91723,525000,3,2,1675,6.333333333,0.5,67,7596,4,63,35
91737,521000,4,2,2072,9.666666667,0.7,19,6098,4,30,51
91739,858000,6,5,3804,9.333333333,1.5,0,9118,4,4,48
91740,529000,3,2,1539,7.333333333,1.1,39,7621,4,60,94
91754,520000,3,2,1112,9.333333333,1.233333333,45,5214,4,63,55
91762,335000,3,1,1040,4.333333333,1.633333333,61,6609,4,66,62
91766,794000,5,3,2647,7.666666667,1.1,12,12028,4,32,80
91784,710000,4,3,2876,7.333333333,1.266666667,30,9625,4,17,69
91913,660000,5,3,2950,8.666666667,1.633333333,19,6129,4,15,39
91913,670000,5,3,3181,8.666666667,1.066666667,20,5607,4,12,131
92008,652000,3,2,1469,9,0.9,16,10569,4,31,44
92011,1165000,4,3,2726,9.666666667,1.866666667,14,10523,4,12,34
92014,1490000,4,3,1991,10,1.766666667,42,6700,4,45,50
92019,380000,3,2,1074,6.333333333,0.333333333,55,8300,4,58,43
92021,515000,4,2,1493,7,2.166666667,5,47916,4,61,49
92024,1680000,5,5,4265,9.666666667,0.7,1,24393,4,13,43
92054,610000,2,1,1336,5.333333333,0.933333333,77,6600,4,65,56
92056,596600,2,2,1800,7.333333333,1,11,4517,4,32,43
92058,455000,4,2,1620,5,0.766666667,4,6600,4,62,65
92069,450000,3,2,1260,8,0.6,48,8600,4,38,49
92082,545000,3,3,2544,5.666666667,2.2,1,125888,4,36,100
92083,420760,4,3,1720,6,1.3,50,11353,4,29,53
92084,572000,2,2,1800,3.666666667,4.2,0,4773,4,28,79
92111,676000,4,2,1924,6.666666667,0.866666667,56,6600,4,54,62
92114,380000,3,2,1232,7.333333333,0.733333333,11,5103,4,36,39
92114,415000,3,2,1416,6,0.7,24,11298,4,21,55
92114,370000,3,1,1446,4,1.366666667,69,6506,4,64,70
92115,515000,4,2,1463,8.5,1.433333333,73,4500,4,63,83
92120,585000,4,2,1706,8.333333333,1,24,14900,4,52,83
92124,820000,5,4,2659,8.333333333,1.033333333,10,11500,4,42,51
92128,665000,3,2.5,1565,9.333333333,0.933333333,8,4467,4,23,49
92130,937500,6,5,3845,10,1.8,14,5368,4,13,116
92203,344000,3,2,2219,7.666666667,2.8,17,10019,4,30,64
92211,440000,2,2,2142,5.666666667,2.033333333,14,6534,4,16,30
92253,465000,4,3.5,3050,8.333333333,1.166666667,39,8712,4,12,51
92260,439000,3,3,2307,7.666666667,0.6,54,8276,4,25,51
92270,535000,3,3.25,2563,5,2.466666667,11,10019,4,35,161
92284,150000,3,2,1372,6,2.133333333,0,11815,4,29,98
92301,71500,3,1,984,1,3.35,NA,9583,4,52,16
92301,135000,3,2,1250,1,4,NA,7405,4,32,66
92314,235000,2,2,1280,5,2.466666667,32,5000,4,13,138
92314,320000,3,2,1830,4.666666667,2.6,1,7200,4,12,83
92324,190000,2,1,908,4,0.433333333,47,7405,4,73,48
92336,530000,5,4,3199,8.333333333,2.333333333,NA,7894,4,11,45
92336,423000,4,3,2202,5.333333333,0.9,NA,5230,4,12,84
92344,234000,4,3,2127,4.666666667,1.433333333,34,5663,4,12,47
92344,245000,4,2.5,2662,4.666666667,0.733333333,7,6000,4,11,139
92346,3.00E+05,3,1.75,1696,2.666666667,0.666666667,33,8480,4,52,65
92346,305000,4,3,1437,7.666666667,0.866666667,25,6875,4,27,42
92346,405000,4,3,2558,7.666666667,0.933333333,25,11475,4,29,48
92373,439900,4,2.5,1769,8.333333333,0.966666667,10,8276,4,60,56
92374,275000,3,2,1536,8,2.6,41,3990,4,32,44
